ID;Condition;DLCFile;Session;Treatment;Dosage;TimePoint;Experiment;Animal;Sex;VideoFile
CRS1OFT1_28;Control;CRS1OFT1_28DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_28;F;CRS1OFT1_28.avi
CRS1OFT1_30;Repeated;CRS1OFT1_30DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_30;F;CRS1OFT1_30.avi
CRS1OFT1_31;Control;CRS1OFT1_31DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_31;M;CRS1OFT1_31.avi
CRS1OFT1_33;Repeated;CRS1OFT1_33DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_33;M;CRS1OFT1_33.avi
CRS1OFT1_34;Control;CRS1OFT1_34DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_34;F;CRS1OFT1_34.avi
CRS1OFT1_36;Repeated;CRS1OFT1_36DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_36;F;CRS1OFT1_36.avi
CRS1OFT1_37;Control;CRS1OFT1_37DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_37;M;CRS1OFT1_37.avi
CRS1OFT1_39;Repeated;CRS1OFT1_39DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_39;M;CRS1OFT1_39.avi
CRS1OFT1_40;Control;CRS1OFT1_40DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_40;F;CRS1OFT1_40.avi
CRS1OFT1_42;Repeated;CRS1OFT1_42DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_42;F;CRS1OFT1_42.avi
CRS1OFT1_43;Control;CRS1OFT1_43DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_43;M;CRS1OFT1_43.avi
CRS1OFT1_45;Repeated;CRS1OFT1_45DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_45;M;CRS1OFT1_45.avi
CRS1OFT1_46;Control;CRS1OFT1_46DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_46;F;CRS1OFT1_46.avi
CRS1OFT1_48;Repeated;CRS1OFT1_48DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;CRS1;Restraint;NA;NA;CRS;CRS1OFT1_48;F;CRS1OFT1_48.avi
