"kmeans.50"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"34"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"27"
"27"
"27"
"34"
"27"
"27"
"34"
"34"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"28"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"48"
"48"
"48"
"48"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"45"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"18"
"3"
"18"
"3"
"38"
"3"
"3"
"10"
"3"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"21"
"21"
"21"
"21"
"21"
"21"
"21"
"21"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"21"
"21"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"49"
"20"
"50"
"20"
"50"
"20"
"48"
"20"
"20"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"48"
"20"
"48"
"20"
"20"
"41"
"41"
"41"
"41"
"41"
"18"
"41"
"18"
"18"
"18"
"18"
"50"
"50"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"17"
"17"
"17"
"17"
"17"
"17"
"17"
"17"
"17"
"17"
"17"
"17"
"25"
"25"
"25"
"25"
"25"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"3"
"3"
"3"
"3"
"3"
"21"
"21"
"21"
"27"
"27"
"27"
"27"
"27"
"27"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"11"
"11"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"9"
"41"
"41"
"50"
"50"
"50"
"50"
"50"
"50"
"50"
"50"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"40"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"25"
"25"
"38"
"38"
"38"
"38"
"38"
"38"
"38"
"38"
"38"
"10"
"10"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"31"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"41"
"3"
"41"
"41"
"41"
"41"
"41"
"27"
"41"
"27"
"18"
"18"
"18"
"18"
"3"
"18"
"8"
"18"
"8"
"8"
"8"
"8"
"8"
"8"
"8"
"8"
"8"
"8"
"8"
"8"
"8"
"14"
"8"
"8"
"4"
"4"
"21"
"21"
"27"
"27"
"21"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"9"
"12"
"3"
"8"
"19"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"29"
"29"
"29"
"29"
"29"
"29"
"29"
"29"
"29"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"48"
"48"
"48"
"48"
"48"
"48"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"42"
"3"
"3"
"42"
"42"
"3"
"3"
"3"
"3"
"3"
"4"
"4"
"4"
"3"
"4"
"3"
"4"
